region_id,land_cover_total_area_m2,forest_area_m2,farmland_area_m2,forest_ratio,farmland_ratio,forest_ratio_source_type,farmland_ratio_source_type,forest_ratio_missing_reason,farmland_ratio_missing_reason,land_cover_match_method,land_cover_source_regions,land_cover_source_period,land_cover_source_name
11350,35591266.32999998,14964073.559999999,301822.55,0.4204422911299095,0.008480241956032704,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""노원구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11380,29795876.919999994,11582230.04,395496.86,0.38871922014906757,0.013273543217468764,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""은평구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11410,17687798.689999998,4875965.96,43632.45,0.2756683319081805,0.0024668106396229005,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""서대문구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11440,23862371.760000005,733387.1799999999,62692.87,0.03073404384845607,0.0026272690171180195,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""마포구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11470,17462671.16,2068362.43,114905.04,0.11844479066511837,0.006580038010633878,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""양천구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11500,41457278.79000001,3246888.34,3069542.1900000004,0.07831889682019333,0.07404109192860027,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""강서구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11530,20097913.600000005,3314282.06,323389.7700000001,0.1649067722134102,0.016090713515655674,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""구로구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11545,13020289.110000003,2663867.5,21985.56,0.20459357526508867,0.0016885615837143263,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""금천구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11560,24523730.320000008,317009.21,12918.710000000001,0.01292663089438181,0.0005267840508531574,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""영등포구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11590,16375774.409999998,2690276.41,25503.230000000003,0.16428391981005558,0.0015573755085699183,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""동작구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11620,29585148.019999992,12951634.35,102369.91999999998,0.43777487073056065,0.0034601794093034933,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""관악구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11650,46920262.3,18384896.669999998,2103027.0999999996,0.39183277690244284,0.04482129887837391,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""서초구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11680,39488792.2,6457643.889999999,806994.83,0.16353105603467907,0.020436047421070525,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""강남구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11710,33853023.440000005,1016695.3500000001,514830.0399999999,0.030032630668925562,0.01520780088999932,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""송파구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
11740,24557023.29,2615321.54,884060.33,0.10649994134529324,0.036000305067919326,static_reference,static_reference,,,direct,"[{""province_name"": ""서울특별시"", ""region_name"": ""강동구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12110,54090352.89000001,11294581.11,5289044.79,0.20880952899251823,0.0977816654432997,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""목포시"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12130,529041616.26000005,268909766.62999994,75312798.0,0.5082960552915046,0.14235703900274485,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""여수시"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12150,911626463.8500001,539711733.19,139058019.5,0.5920316649328915,0.15253837510675944,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""순천시"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12170,605809196.9999996,183703732.65999997,219637135.12999997,0.3032369491412658,0.36255166844223413,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""나주시"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12190,470902606.16,255312354.74,52270790.88,0.5421765592294296,0.11100127753856558,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""광양시"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12210,48737932.790000014,32743971.77,1755519.9799999997,0.6718375174237666,0.036019582274121296,static_reference,static_reference,,,direct,"[{""province_name"": ""광주광역시"", ""region_name"": ""동구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12240,47523036.32999999,5839057.18,8232440.4799999995,0.12286793165852417,0.17323052388391028,static_reference,static_reference,,,direct,"[{""province_name"": ""광주광역시"", ""region_name"": ""서구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12270,60581655.28999999,13890282.99,18136838.98,0.22928199837901792,0.2993783991734836,static_reference,static_reference,,,direct,"[{""province_name"": ""광주광역시"", ""region_name"": ""남구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12300,119464122.93999998,48512211.029999994,15446793.039999997,0.4060818414442712,0.12930068592859498,static_reference,static_reference,,,direct,"[{""province_name"": ""광주광역시"", ""region_name"": ""북구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12330,222065385.85,60506056.43000001,63693620.089999996,0.27246955304808484,0.2868237201678228,static_reference,static_reference,,,direct,"[{""province_name"": ""광주광역시"", ""region_name"": ""광산구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12710,453516525.87,240394269.52,95799762.53,0.5300672760685875,0.21123764419879354,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""담양군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12720,548337330.0299999,346472834.91,82604598.89999999,0.6318607469074635,0.1506455868971763,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""곡성군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12730,439638218.25,315901883.87,50551171.57,0.7185496409467355,0.11498356937943487,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""구례군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12740,815437337.8499999,388149421.48999995,218244952.78000003,0.47600153129289285,0.26764159874678967,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""고흥군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12750,666368150.4599998,361937025.87,142106902.73,0.543148746860353,0.21325584458366195,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""보성군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12760,788145158.1700001,528534014.11,92562116.64,0.6706049115840627,0.11744298075105943,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""화순군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12770,622443615.4800001,355387727.50999993,118927234.13,0.5709556956993463,0.19106507187528743,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""장흥군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12780,501798102.02999985,248016121.45,130583820.71,0.4942548017751817,0.26023179478306013,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""강진군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12790,1048159110.47,357441717.57,379212122.9,0.3410185667419532,0.36178870088717663,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""해남군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12800,611621046.8000001,176879102.31,238162795.79999998,0.28919721326699116,0.3893960108895323,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""영암군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12810,456954636.39,115568278.03999999,186615871.60999998,0.25290973947218076,0.4083903668956928,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""무안군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12820,389928807.0199999,151552135.8,125906213.30000001,0.38866616949443983,0.32289538765352654,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""함평군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12830,480376529.44000006,177342934.19000003,165596622.46000004,0.3691748520618564,0.34472255056475104,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""영광군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12840,518047038.64,285417968.12,107415637.87,0.550949907694274,0.20734726744504184,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""장성군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12850,404287767.0300001,237109823.76999998,66728108.239999995,0.5864877523054149,0.16505101979760978,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""완도군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12860,451888190.03000003,226611360.95,110763681.98,0.5014766173352654,0.24511302668176968,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""진도군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
12870,678984824.8100002,277738511.05,179426818.56,0.4090496589930701,0.2642574797017133,static_reference,static_reference,,,direct,"[{""province_name"": ""전라남도"", ""region_name"": ""신안군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26110,3027355.8300000005,175782.48,11086.37,0.05806469073045833,0.003662063735665985,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""중구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26140,14161651.340000002,6395778.860000001,371039.49,0.45162662929957437,0.026200298333287447,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""서구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26170,10136366.500000002,2608960.9399999995,96105.53,0.25738620836174375,0.009481260370765006,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""동구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26200,14646598.71,4845691.79,251802.85,0.3308407559969259,0.017191899292501336,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""영도구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26230,29779250.04999999,11767784.989999998,258564.77,0.39516727151428055,0.008682715970545407,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""부산진구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26260,16676644.310000004,4207183.57,130569.01,0.25227998461760076,0.007829453430370607,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""동래구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26290,27267656.39,7639521.1899999995,279583.41000000003,0.2801678692416587,0.010253298119985588,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""남구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26320,39759105.589999996,21781602.31,781813.7699999999,0.5478393436365026,0.019663766535951394,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""북구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26350,52324658.70999999,28042557.32,1021072.23,0.5359338791949094,0.019514168943922005,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""해운대구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26380,47491570.089999996,11524371.700000003,509326.3999999999,0.2426614171348826,0.010724564360259918,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""사하구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26410,65724542.85999999,39412054.45,2934089.45,0.599655056315138,0.04464221921253848,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""금정구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26440,185867908.79999995,36797600.67,42085537.29,0.19797715973441893,0.22642713076029405,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""강서구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26470,12149190.95,2691741.0700000003,54681.33,0.2215572280555851,0.004500820690450997,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""연제구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26500,10347574.109999996,2256278.98,34335.46,0.21804907662555517,0.0033182134899442644,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""수영구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26530,36241272.03,11591421.870000001,818554.17,0.31984037040434976,0.022586242815164234,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""사상구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
26710,219904134.04999998,130513301.94,19717360.02,0.5935009021264009,0.08966343495623792,static_reference,static_reference,,,direct,"[{""province_name"": ""부산광역시"", ""region_name"": ""기장군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27110,7048643.07,52511.62,5819.5599999999995,0.007449890635475177,0.0008256284141792981,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""중구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27140,181754494.95999998,111143981.5,18704234.410000004,0.6115060952107966,0.10290933610261677,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""동구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27170,17422333.009999998,1639144.34,123843.49,0.09408294165076347,0.007108318382441481,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""서구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27200,17818020.67000001,7726324.55,63120.600000000006,0.43362417706747425,0.0035425146916725388,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""남구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27230,93774122.88999999,42924515.03,4318468.4799999995,0.45774371124059265,0.04605181415629661,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""북구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27260,76870991.94000001,37540361.13,5470066.029999999,0.48835536244024685,0.0711590405164739,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""수성구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27290,62582997.89999999,19345283.19,1034468.7700000001,0.3091140379837893,0.01652954963347961,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""달서구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27710,423249030.05000013,244056904.3,55831881.120000005,0.5766272028341531,0.1319126026429508,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""달성군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
27720,613735377.1999999,438397288.66,79103132.96,0.7143099533549263,0.12888801248656453,static_reference,static_reference,,,direct,"[{""province_name"": ""대구광역시"", ""region_name"": ""군위군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28125,81405066.58500001,12973520.34,3640233.195,0.15936993708436506,0.0447175261652665,proxy,proxy,,,weighted_proxy,"[{""province_name"": ""인천광역시"", ""region_name"": ""동구"", ""weight"": 1.0}, {""province_name"": ""인천광역시"", ""region_name"": ""중구"", ""weight"": 0.5}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28155,74258506.09500001,12973520.34,3636103.9749999996,0.17470753213649062,0.04896548781022174,proxy,proxy,,,weighted_proxy,"[{""province_name"": ""인천광역시"", ""region_name"": ""중구"", ""weight"": 0.5}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28177,24955119.22999999,1708826.2200000002,90658.36000000002,0.06847597898653682,0.0036328562153698056,static_reference,static_reference,,,direct,"[{""province_name"": ""인천광역시"", ""region_name"": ""미추홀구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28185,63191075.39000001,3315091.5399999996,645880.09,0.05246138825047774,0.010221065016124263,static_reference,static_reference,,,direct,"[{""province_name"": ""인천광역시"", ""region_name"": ""연수구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28200,57605225.06000001,10821569.85,5682470.5,0.18785743547965575,0.0986450533624562,static_reference,static_reference,,,direct,"[{""province_name"": ""인천광역시"", ""region_name"": ""남동구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28237,32114332.58,7417743.609999999,743664.75,0.23097922373201005,0.02315678671345441,static_reference,static_reference,,,direct,"[{""province_name"": ""인천광역시"", ""region_name"": ""부평구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28245,45534295.19,10506827.160000002,9350674.46,0.23074535613559813,0.20535454476637088,static_reference,static_reference,,,direct,"[{""province_name"": ""인천광역시"", ""region_name"": ""계양구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28275,86223799.415,12583202.612500004,5284878.079,0.14593653605933485,0.06129256788562035,proxy,proxy,,,weighted_proxy,"[{""province_name"": ""인천광역시"", ""region_name"": ""서구"", ""weight"": 0.65}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28290,46428199.685,6775570.637500002,2845703.581,0.14593653605933485,0.06129256788562035,proxy,proxy,,,weighted_proxy,"[{""province_name"": ""인천광역시"", ""region_name"": ""서구"", ""weight"": 0.35}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28710,413234284.10999995,157569269.47000003,160125058.16,0.38130734919384435,0.3874921910336362,static_reference,static_reference,,,direct,"[{""province_name"": ""인천광역시"", ""region_name"": ""강화군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
28720,185321528.21999997,113597233.54,23108136.93,0.6129737577230951,0.12469213454018,static_reference,static_reference,,,direct,"[{""province_name"": ""인천광역시"", ""region_name"": ""옹진군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
30110,137203823.68,78384411.34,9902422.719999999,0.5712990297035431,0.07217308129178225,static_reference,static_reference,,,direct,"[{""province_name"": ""대전광역시"", ""region_name"": ""동구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
30140,62095048.17,33011169.379999995,4552356.46,0.5316232188052105,0.07331271323820925,static_reference,static_reference,,,direct,"[{""province_name"": ""대전광역시"", ""region_name"": ""중구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
30170,95428554.96000001,42952855.46,8753032.080000002,0.4501048504612083,0.09172340588903329,static_reference,static_reference,,,direct,"[{""province_name"": ""대전광역시"", ""region_name"": ""서구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
30200,176057712.91000006,84831461.99000001,19921592.57,0.4818389412644789,0.11315376214266644,static_reference,static_reference,,,direct,"[{""province_name"": ""대전광역시"", ""region_name"": ""유성구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
30230,69134210.68000002,24589567.64,4368196.61,0.35567872111561644,0.063184298584372,static_reference,static_reference,,,direct,"[{""province_name"": ""대전광역시"", ""region_name"": ""대덕구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
31110,36990842.99,12018133.110000001,3699263.19,0.3248948155425641,0.1000048360887598,static_reference,static_reference,,,direct,"[{""province_name"": ""울산광역시"", ""region_name"": ""중구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
31140,74563525.11999999,12452553.950000001,1496449.18,0.16700597148484178,0.0200694532291984,static_reference,static_reference,,,direct,"[{""province_name"": ""울산광역시"", ""region_name"": ""남구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
31170,36702661.27,16892094.35,1396402.2600000002,0.46024167636604735,0.03804634900252834,static_reference,static_reference,,,direct,"[{""province_name"": ""울산광역시"", ""region_name"": ""동구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
31200,158134647.81,91227618.96,15832147.69,0.5768983598686778,0.10011814557567704,static_reference,static_reference,,,direct,"[{""province_name"": ""울산광역시"", ""region_name"": ""북구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
31710,757927074.4799999,482501391.02,84702062.88,0.636606617267282,0.11175489797367716,static_reference,static_reference,,,direct,"[{""province_name"": ""울산광역시"", ""region_name"": ""울주군"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
36110,465215485.70000005,192920468.64,85300486.15000002,0.4146905564627037,0.18335693624138533,static_reference,static_reference,,,name_alias,"[{""province_name"": ""세종특별자치시"", ""region_name"": ""세종시"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
41110,121067359.14999998,23912710.990000002,15447163.27,0.19751575616985784,0.12759147782236896,static_reference,static_reference,,,general_district_rollup,"[{""province_name"": ""경기도"", ""region_name"": ""수원시 장안구"", ""weight"": 1.0}, {""province_name"": ""경기도"", ""region_name"": ""수원시 권선구"", ""weight"": 1.0}, {""province_name"": ""경기도"", ""region_name"": ""수원시 팔달구"", ""weight"": 1.0}, {""province_name"": ""경기도"", ""region_name"": ""수원시 영통구"", ""weight"": 1.0}]",2024,2025년(2024년 기준) 국가토지피복통계 토지피복지도현황
