region_id,annual_mean_temperature,annual_temperature_range,annual_precipitation,climate_station_ids,climate_station_names,climate_station_distances_km,climate_station_weights,climate_interpolation_method,annual_mean_temperature_source_type,annual_temperature_range_source_type,annual_precipitation_source_type,climate_source_period,climate_source_name,monthly_normals_file,annual_normals_file
12800,13.784,24.856,1311.145,"[""259"", ""165"", ""261""]","[""강진군"", ""목포"", ""해남""]","[20.331, 23.013, 25.185]","[0.411147, 0.32091, 0.267943]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
12810,13.964,24.542,1186.355,"[""165"", ""261"", ""259""]","[""목포"", ""해남"", ""강진군""]","[8.304, 34.028, 36.89]","[0.900719, 0.05364, 0.04564]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
12820,13.372,26.041,1233.919,"[""252"", ""165"", ""172""]","[""영광군"", ""목포"", ""고창""]","[23.867, 31.081, 31.495]","[0.462125, 0.272495, 0.26538]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
12830,13.113,26.763,1275.54,"[""252"", ""172"", ""156""]","[""영광군"", ""고창"", ""광주""]","[3.692, 15.003, 43.129]","[0.936444, 0.056696, 0.00686]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
12840,13.547,26.06,1296.832,"[""172"", ""156"", ""252""]","[""고창"", ""광주"", ""영광군""]","[17.243, 17.788, 27.68]","[0.429594, 0.403698, 0.166708]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
12850,14.201,23.535,1504.614,"[""170"", ""261"", ""259""]","[""완도"", ""해남"", ""강진군""]","[9.873, 31.161, 36.643]","[0.852528, 0.085582, 0.06189]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
12860,13.899,24.199,1374.661,"[""268"", ""261"", ""170""]","[""진도군"", ""해남"", ""완도""]","[2.464, 30.291, 40.722]","[0.989828, 0.006549, 0.003624]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
12870,13.908,24.451,1227.864,"[""165"", ""268"", ""261""]","[""목포"", ""진도군"", ""해남""]","[24.721, 43.138, 52.628]","[0.645564, 0.211999, 0.142437]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26110,15.0,22.504,1576.437,"[""159"", ""253"", ""257""]","[""부산"", ""김해시"", ""양산시""]","[0.61, 19.382, 23.175]","[0.998318, 0.00099, 0.000692]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26140,15.0,22.553,1573.547,"[""159"", ""253"", ""257""]","[""부산"", ""김해시"", ""양산시""]","[2.171, 19.563, 24.352]","[0.980137, 0.012072, 0.007791]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26170,15.0,22.574,1572.454,"[""159"", ""253"", ""257""]","[""부산"", ""김해시"", ""양산시""]","[2.319, 18.402, 20.672]","[0.972313, 0.015447, 0.01224]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26200,15.0,22.604,1570.683,"[""159"", ""253"", ""257""]","[""부산"", ""김해시"", ""양산시""]","[3.368, 22.292, 25.148]","[0.960827, 0.021936, 0.017237]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26230,15.0,23.057,1545.871,"[""159"", ""257"", ""253""]","[""부산"", ""양산시"", ""김해시""]","[6.262, 17.1, 17.24]","[0.789868, 0.105922, 0.10421]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26260,14.978,24.138,1497.076,"[""257"", ""159"", ""253""]","[""양산시"", ""부산"", ""김해시""]","[12.054, 12.753, 17.527]","[0.422599, 0.377533, 0.199868]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26290,14.999,22.947,1552.316,"[""159"", ""257"", ""253""]","[""부산"", ""양산시"", ""김해시""]","[6.838, 20.972, 22.004]","[0.831337, 0.088379, 0.080285]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26320,14.997,24.478,1468.379,"[""257"", ""253"", ""159""]","[""양산시"", ""김해시"", ""부산""]","[10.197, 10.611, 12.633]","[0.388367, 0.358626, 0.253008]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26350,14.991,23.603,1520.276,"[""159"", ""257"", ""253""]","[""부산"", ""양산시"", ""김해시""]","[13.335, 20.101, 25.296]","[0.582066, 0.256173, 0.161761]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26380,15.006,22.931,1549.797,"[""159"", ""253"", ""257""]","[""부산"", ""김해시"", ""양산시""]","[5.853, 16.158, 23.659]","[0.838624, 0.110046, 0.05133]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26410,14.953,24.596,1484.028,"[""257"", ""159"", ""253""]","[""양산시"", ""부산"", ""김해시""]","[9.256, 16.443, 17.994]","[0.632318, 0.200367, 0.167315]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26440,15.025,23.77,1493.627,"[""159"", ""253"", ""257""]","[""부산"", ""김해시"", ""양산시""]","[11.646, 14.061, 24.976]","[0.525377, 0.360397, 0.114225]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26470,14.991,23.668,1516.503,"[""159"", ""257"", ""253""]","[""부산"", ""양산시"", ""김해시""]","[10.126, 14.624, 18.05]","[0.557379, 0.267215, 0.175406]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26500,14.995,23.304,1534.385,"[""159"", ""257"", ""253""]","[""부산"", ""양산시"", ""김해시""]","[9.551, 19.06, 22.15]","[0.695872, 0.174742, 0.129386]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26530,15.016,23.659,1503.975,"[""159"", ""253"", ""257""]","[""부산"", ""김해시"", ""양산시""]","[8.016, 11.023, 16.392]","[0.565627, 0.299111, 0.135262]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
26710,14.977,24.135,1497.619,"[""257"", ""159"", ""253""]","[""양산시"", ""부산"", ""김해시""]","[19.836, 21.021, 29.231]","[0.425374, 0.37875, 0.195876]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27110,13.102,25.883,1130.454,"[""281"", ""279"", ""288""]","[""영천"", ""구미"", ""밀양""]","[34.333, 38.218, 43.992]","[0.413891, 0.33402, 0.252089]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27140,13.054,25.874,1123.161,"[""281"", ""279"", ""288""]","[""영천"", ""구미"", ""밀양""]","[29.562, 38.87, 45.808]","[0.50127, 0.289957, 0.208772]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27170,13.115,25.905,1131.368,"[""279"", ""281"", ""288""]","[""구미"", ""영천"", ""밀양""]","[36.218, 37.217, 45.132]","[0.385951, 0.365505, 0.248544]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27200,13.14,25.867,1137.5,"[""281"", ""279"", ""288""]","[""영천"", ""구미"", ""밀양""]","[37.034, 40.177, 41.103]","[0.375734, 0.319241, 0.305025]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27230,13.076,25.912,1124.639,"[""281"", ""279"", ""288""]","[""영천"", ""구미"", ""밀양""]","[33.423, 34.903, 48.057]","[0.416539, 0.381976, 0.201485]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27260,13.115,25.848,1134.499,"[""281"", ""288"", ""279""]","[""영천"", ""밀양"", ""구미""]","[32.943, 40.3, 42.357]","[0.439924, 0.293968, 0.266108]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27290,13.148,25.891,1137.562,"[""279"", ""281"", ""288""]","[""구미"", ""영천"", ""밀양""]","[37.952, 40.414, 42.796]","[0.374778, 0.330496, 0.294727]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
27710,13.311,25.837,1221.316,"[""285"", ""288"", ""279""]","[""합천"", ""밀양"", ""구미""]","[35.825, 38.178, 43.549]","[0.391032, 0.344332, 0.264636]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
